,lat,lng,name,biz_id,address,type_class,type_name,type_custom,hours
1683,55.683518,37.694863,Ривер Фитнес boutique,184455527816,"Россия, Москва, Корабельная улица, 13",fitness,"Спортивный, тренажёрный зал",sport,"пн-пт 07:00–23:00; сб,вс 08:00–23:00"
1684,55.737313,37.635439,Булкер,38457136439,"Россия, Москва, Большая Татарская улица, 35, стр. 3",cafe,Столовая,cafe,пн-пт 09:00–20:00; сб 09:00–19:00
1685,55.656809,37.557763,МСК Истэйт,203710623422,"Россия, Москва, Херсонская улица, 43, корп. 3",office service,Продажа и аренда коммерческой недвижимости,services,"пн-пт 09:00–18:00, перерыв 13:00–14:00"
1686,55.748572,37.536481,Фото-копировальный центр Копирка,62387767744,"Россия, Москва, Пресненская набережная, 2",printing services,Копировальный центр,services,"ежедневно, круглосуточно"
1687,55.705978,37.656654,City Nails,240389972245,"Россия, Москва, Автозаводская улица, 13/1",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
1688,55.746588,37.581728,Хлеб Насущный,139712095417,"Россия, Москва, 2-й Смоленский переулок, 1/4",confectionary,"Булочная, пекарня",cafe,пн-пт 07:00–23:00; сб 08:00–23:00; вс 08:00–22:00
1689,55.698371,37.744693,Медицинский портал Медицина99,1196654734,"Россия, Москва, улица Малышева, 13, корп. 2",fallback services,Медицинские информационные услуги,medicine,пн-пт 10:00–18:00
1690,55.724404,37.613987,Бытовые услуги,142931039855,"Россия, Москва, улица Марьинский Парк, 17, корп. 2",fallback services,Ремонт очков,services,"ежедневно, 10:00–20:00"
1691,55.720882,37.600386,Комбинат,113654431096,"Россия, Москва, Ленинский проспект, 15А",cafe,Столовая,cafe,пн-пт 09:00–20:00
1692,55.747625,37.627571,Coffee Inn,44357119989,"Россия, Москва, Садовническая улица, 8",cafe,Кофейня,cafe,"ежедневно, 08:00–22:00"
1693,55.721936,37.684417,Сквош-клуб Москва,94607650463,"Россия, Москва, Шарикоподшипниковская улица, 13с46",sportcenter,Сквош-клуб,sport,"пн-пт 07:00–23:00; сб,вс 08:00–23:00"
1694,55.749457,37.537845,Здравум,126985873397,"Россия, Москва, Пресненская набережная, 12",medicine,Нетрадиционная медицина,medicine,пн-сб 10:00–22:00
1695,55.683128,37.598214,Angel beauty,243771206358,"Россия, Москва, Севастопольский проспект, 18",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1696,55.705209,37.600165,Panda Volley Hall,69646321997,"Россия, Москва, 5-й Донской проезд, 15, стр. 7",fitness,"Спортивный клуб, секция",sport,"ежедневно, 07:00–23:00"
1697,55.738808,37.546691,Фотекс,1108964289,"Россия, Москва, Киевская улица, 20",fallback services,Фотоуслуги,services,"пн-пт 10:00–20:00; сб,вс 12:00–18:00"
1698,55.743381,37.656078,Фитнес клуб La Salute Таганка,33567788742,"Россия, Москва, улица Земляной Вал, 77",fitness,Фитнес-клуб,sport,"пн-пт 07:00–00:00; сб,вс 09:00–23:00"
1699,55.716277,37.645174,Studio502,1760717610,"Россия, Москва, Павелецкая набережная, 2, стр. 2",fallback services,Видеосъёмка,services,пн-пт 10:00–19:00
1700,55.743072,37.63028,Реглет Копицентр,31128431346,"Россия, Москва, Пятницкий переулок, 3",printing services,Копировальный центр,services,"пн-пт 09:00–21:00; сб,вс 10:00–18:00"
1701,55.725143,37.686186,Ювитек,1079728436,"Россия, Москва, Новоостаповская улица, 1, стр. 1",malls,Торговый центр,malls,пн-сб 09:00–18:00; вс 09:00–17:00
1702,55.691552,37.572396,Секция акробатики и гимнастики АкроРитм,138025337773,"Россия, Москва, Черёмушкинский проезд, 5",fitness,"Спортивный клуб, секция",sport,"пн-пт 10:00–22:00; сб,вс 10:00–20:00"
1703,55.734091,37.610179,Международный институт йога-терапии и йоги критического выравнивания Херта ван Льюэна,177886924923,"Россия, Москва, Якиманский переулок, 6",fitness,Центр йоги,sport,"пн-пт 07:00–22:00, перерыв 15:30–17:30; сб,вс 10:00–19:00"
1704,55.719683,37.578343,ДБУ Спортивная Школа №29 Хамовники МосКомСпорт,95477218520,"Россия, Москва, 3-я Фрунзенская улица, 5, корп. 1",fitness,Фитнес-клуб,sport,"пн-пт 07:00–22:00; сб,вс 09:00–20:00"
1705,55.691455,37.623214,Omg фотостудия,84634204195,"Россия, Москва, Варшавское шоссе, 33, стр. 13",fallback services,Аренда фотостудий,services,"ежедневно, круглосуточно"
1706,55.73947,37.611493,We Know,1306254216,"Россия, Москва, Якиманская набережная, 2, корп. 1",office service,Агентство недвижимости,services,"ежедневно, 10:00–19:00"
1707,55.681994,37.567906,Star Beauty,77446110886,"Россия, Москва, Профсоюзная улица, 11/11",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1708,55.692543,37.727512,Фото-копировальный центр Копирка,51467831054,"Россия, Москва, Шоссейная улица, 2, корп. 3",printing services,Полиграфические услуги,services,"пн-пт 10:00–21:00, перерывы 11:30–12:00, 17:00–17:30; сб,вс 10:00–19:00, перерывы 11:30–12:00, 17:00–17:30"
1709,55.736528,37.52598,Бизнес Аналитика,8762205219,"Россия, Москва, улица 1812 года, 4/45к2",software,IT-компания,business,пн-пт 09:00–21:00
1710,55.709084,37.65375,Салон красоты Shulgova beauty,136584379480,"Россия, Москва, улица Ленинская Слобода, 19",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1711,55.728506,37.630103,Спортивный клуб РЭУ Г.В. Плеханова,158313423295,"Россия, Москва, Большой Строченовский переулок, 10",swimming pool,Бассейн,sport,"пн-сб 07:00–22:00, перерыв 13:00–14:30; вс 09:15–18:15, перерыв 13:00–14:30"
1712,55.720362,37.602337,Мастер+,1559799115,"Россия, Москва, Малая Калужская улица, 1, стр. 2",fitness,"Спортивный клуб, секция",sport,пн 19:00–23:00; вт-пт 17:00–23:00; сб 10:00–21:00
1713,55.748216,37.540677,Ew Real Estate,1170244619,"Россия, Москва, Пресненская набережная, 6, стр. 2",office service,Агентство недвижимости,services,пн-пт 09:00–19:00
1714,55.722543,37.635745,Восток Мед,132652365327,"Россия, Москва, Дубининская улица, 68",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–20:00"
1715,55.714374,37.59105,Gusto Cosmico,95864993328,"Россия, Москва, Ленинский проспект, 29",restaurants,Пиццерия,cafe,"ежедневно, 10:00–23:00"
1716,55.695586,37.606306,Футбольный стадион,91477470527,"Россия, Москва, детский парк на Загородном шоссе",stadium,Стадион,sport,"ежедневно, круглосуточно"
1717,55.688591,37.56996,Правда Кофе,96399547054,"Россия, Москва, улица Дмитрия Ульянова, 16к1",cafe,Кофейня,cafe,"пн-пт 08:00–21:00; сб,вс 10:00–21:00"
1718,55.743902,37.495452,Мэрисон,221784399550,"Россия, Москва, Сеславинская улица, 16, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1719,55.683745,37.656977,Студия красоты Estetico,162536753265,"Россия, Москва, Нагатинская набережная, 18, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1720,55.70988,37.654739,Медико-хирургический центр Доктор Лидер,138246612122,"Россия, Москва, улица Ленинская Слобода, 26",medicine,"Медцентр, клиника",medicine,пн-пт 09:00–21:00; сб 10:00–19:00
1721,55.741218,37.502743,Горбушка,1077371640,"Россия, Москва, улица Барклая, 8",malls,Торговый центр,malls,"ежедневно, 10:00–21:00"
1722,55.694843,37.607802,Real Beauty,48951957798,"Россия, Москва, Загородное шоссе, 4, корп. 2",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1723,55.700297,37.634183,Маркет здоровой еды,215089070125,"Россия, Москва, улица Архитектора Щусева, 2, корп. 3",cafe,Кафе,cafe,"ежедневно, 08:00–22:00"
1724,55.72091,37.650819,Рамакс Интернейшнл,1056119278,"Россия, Москва, Дербеневская набережная, 11, корп. А",software,IT-компания,business,пн-пт 10:00–19:00
1725,55.734765,37.588287,Food Market Красная Роза,158606513384,"Россия, Москва, улица Тимура Фрунзе, 11, стр. 13",cafe,Кафе,cafe,"ежедневно, 10:00–22:00"
1726,55.72926,37.621992,Titania Lashes,167135921203,"Россия, Москва, улица Коровий Вал, 1А, стр. 1",spa,Салон бровей и ресниц,beauty,"ежедневно, 10:00–22:00"
1727,55.667818,37.561455,Элит Эстетик,1039560868,"Россия, Москва, улица Гарибальди, 36",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
1728,55.748498,37.536474,Анфас+,200506134055,"Россия, Москва, Пресненская набережная, 2",fallback services,Фотоуслуги,services,"пн,вт,ср,чт,пт,вс 10:00–21:00, перерыв 15:00–16:00"
1729,55.725666,37.626097,Офис на Серпуховской,45324279809,"Россия, Москва, Большая Серпуховская улица, 25, стр. 1",office service,Агентство недвижимости,services,"пн-пт 10:00–20:00; сб,вс 10:00–18:00"
1730,55.742453,37.549734,ИНКОМ-Недвижимость,1063890956,"Россия, Москва, Студенческая улица, 19, корп. 1",office service,Агентство недвижимости,services,"ежедневно, 09:00–21:00"
1731,55.739795,37.589697,Клиника эстетической медицины Дианы Лазовой,32956890229,"Россия, Москва, улица Пречистенка, 33/19с1",spa,Косметология,medicine,"ежедневно, 10:00–21:00"
1732,55.739042,37.69606,Клуб единоборств Тотем,1137955941,"Россия, Москва, Рабочая улица, 84, стр. 4",fitness,"Спортивный клуб, секция",sport,"ежедневно, 10:00–22:00"
1733,55.739225,37.586589,RBtechnologies,224690604672,"Россия, Москва, Смоленский бульвар, 2",office service,Бизнес-консалтинг,business,пн-пт 10:00–19:00
1734,55.670031,37.513431,Всероссийский бизнес-клуб,66854516237,"Россия, Москва, Ленинский проспект, 108А",office service,Бизнес-консалтинг,business,"пн-пт 10:00–17:00, перерыв 14:00–15:00"
1735,55.704758,37.500897,Салон красоты SM beauty salon,90478846326,"Россия, Москва, улица Столетова, 7, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1736,55.681163,37.747738,Мфсоц Люблино,1766186074,"Россия, Москва, Ставропольская улица, 13",swimming pool,Бассейн,sport,пн-сб 06:15–22:00; вс 08:30–14:00
1737,55.737953,37.63553,Фотовидео студия,46482151264,"Россия, Москва, Большая Татарская улица, 35с2",fallback services,Фотостудия,services,пн-пт 10:00–21:00
1738,55.741012,37.627836,Му-Му,1093397443,"Россия, Москва, Климентовский переулок, 10, стр. 1",cafe,Кафе,cafe,"пн-пт 08:00–23:00; сб,вс 10:00–22:00"
1739,55.708746,37.621829,Business line,45931596734,"Россия, Москва, Большая Тульская улица, 13",clothes shop,Магазин одежды,business,"ежедневно, 10:00–22:00"
1740,55.659364,37.757789,Салон красоты Beauty в Теме,132075873095,"Россия, Москва, Братиславская улица, 16, корп. 1",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1741,55.69937,37.503729,Нотариус Агафонова И. В.,1058425127,"Россия, Москва, Мичуринский проспект, 21, корп. 1",office service,Нотариусы,services,вт-пт 10:00–18:30; сб 10:00–17:30
1742,55.730224,37.626594,Cosmic Latte,215032910637,"Россия, Москва, Валовая улица, 30",cafe,Кофейня,cafe,"пн-пт 08:00–21:00; сб,вс 10:00–22:00"
1743,55.677907,37.602811,FotoA4,100919307635,"Россия, Москва, Нагорная улица, 21, корп. 1",fallback services,Фотоуслуги,services,пн-пт 10:00–19:00; сб 10:00–17:00
1744,55.731252,37.647073,Бизнес-отель Россо Рива,1036835121,"Россия, Москва, Шлюзовая набережная, 6, стр. 2",hotels,Гостиница,business,"ежедневно, круглосуточно"
1745,55.727004,37.645312,Би Смарт,1101067284,"Россия, Москва, Летниковская улица, 7с1",malls,"Магазин дисков BD, CD, DVD",entertainment,пн-пт 10:00–18:00
1746,55.735438,37.587977,Frank by Баста,52680104900,"Россия, Москва, улица Тимура Фрунзе, 22",restaurants,Ресторан,cafe,"ежедневно, 12:00–23:00"
1747,55.680001,37.608517,Святогор,15781482895,"Россия, Москва, Нагорная улица, 11, корп. 1",fitness,"Спортивный клуб, секция",sport,пн-сб 09:00–22:00
1748,55.742534,37.617824,Klub Bulk,106116377430,"Россия, Москва, Кадашёвская набережная, 6/1/2с3",attraction,Развлекательный центр,entertainment,"ежедневно, 10:00–06:00"
1749,55.655486,37.730794,Типография 24,201172078337,"Россия, Москва, улица Перерва, 19, стр. 1",printing services,Типография,services,пн-пт 09:00–20:00
1750,55.725488,37.664366,Студия растяжки Ls,150935741527,"Россия, Москва, улица Симоновский Вал, 9",fitness,Фитнес-клуб,sport,"ежедневно, 10:00–20:00"
1751,55.75015,37.595564,Клубника Бьюти,81033364612,"Россия, Москва, улица Арбат, 23с2",spa,Косметология,beauty,"ежедневно, 10:00–22:00"
1752,55.704718,37.638533,Франклинс Бургер,93554529668,"Россия, Москва, Автозаводская улица, 18",fast food,Быстрое питание,cafe,"ежедневно, 10:00–22:30"
1753,55.705402,37.639464,Tft. aero,35110197911,"Россия, Москва, Автозаводская улица, 18",attraction,Развлекательный центр,entertainment,"ежедневно, 10:00–22:00"
1754,55.691976,37.561332,Brasserie Lambic,187388947173,"Россия, Москва, улица Дмитрия Ульянова, 5А",restaurants,Ресторан,cafe,"пн-чт 12:00–00:00; пт,сб 12:00–03:00; вс 12:00–00:00"
1755,55.701528,37.50425,Моремания,137748400541,"Россия, Москва, Мичуринский проспект, 22к1",cafe,Кафе,cafe,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00"
1756,55.751224,37.586302,Бассейн Арбат,10814047590,"Россия, Москва, Композиторская улица, 17",swimming pool,Бассейн,sport,"пн-пт 07:00–22:00, перерыв 14:15–15:00; сб,вс 08:45–19:00"
1757,55.71834,37.591712,Нескучный теннис,3149180400,"Россия, Москва, Ленинский проспект, 20, корп. 4",fitness,"Спортивный клуб, секция",sport,"ежедневно, 10:00–23:00"
1758,55.707065,37.573015,Изабель,25767502046,"Россия, Москва, улица Косыгина, 5",spa,Салон красоты,beauty,"ежедневно, 12:00–21:00"
1759,55.673554,37.567747,Студия красоты и фитнеса Элия Грация,1715548920,"Россия, Москва, Новочерёмушкинская улица, 44, корп. 2",spa,Салон красоты,sport,"ежедневно, 10:00–21:00"
1760,55.723396,37.575808,Пальчики,1243108682,"Россия, Москва, Комсомольский проспект, 36",spa,Ногтевая студия,beauty,"ежедневно, 09:00–22:00"
1761,55.74755,37.706617,Studiol,234516811258,"Россия, Москва, шоссе Энтузиастов, 12, корп. 2",printing services,Копировальный центр,services,"ежедневно, 10:00–22:00"
1762,55.710504,37.587259,Elli Beauty,68712325420,"Россия, Москва, Ленинский проспект, 37, корп. 1",spa,Салон красоты,beauty,"ежедневно, 09:00–21:00"
1763,55.699538,37.621938,Планета Мед,1054352958,"Россия, Москва, Варшавское шоссе, 13с2",medicine,Диагностический центр,medicine,пн-пт 10:00–18:00
1764,55.724555,37.630831,Натен,1730545098,"Россия, Москва, 1-й Щипковский переулок, 23с2",fitness,"Спортивный клуб, секция",sport,"пн,вт,чт,пт 18:00–23:00; сб,вс 10:00–22:00"
1765,55.68287,37.628047,ЕстьНЮАНС,120744207822,"Россия, Москва, Нагатинская улица, 1, стр. 28",printing services,Печать на футболках,services,пн-пт 10:00–18:00
1766,55.719394,37.676184,Студия KateMagic,1102137855,"Россия, Москва, Шарикоподшипниковская улица, 11, стр. 7",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1767,55.7305,37.6635,BetBoom,119380905083,"Россия, Москва, 3-й Крутицкий переулок, 13",fallback fun,Букмекерская контора,entertainment,"ежедневно, круглосуточно"
1768,55.709928,37.653877,Вэст недвижимость,170416457744,"Россия, Москва, улица Ленинская Слобода, 26",office service,Агентство недвижимости,services,пн-сб 10:00–19:00
1769,55.715671,37.753901,EMS студия ANSfitness,46952686087,"Россия, Москва, улица Васильцовский Стан, 10, корп. 1",fitness,Фитнес-клуб,sport,"ежедневно, 08:00–23:00"
1770,55.744485,37.600657,Beauty lab 4/2,164954323416,"Россия, Москва, улица Пречистенка, 4с2",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1771,55.679422,37.550417,Клиника доктора Волкова,1105348436,"Россия, Москва, улица Архитектора Власова, 6",medicine,"Медцентр, клиника",medicine,пн-пт 08:00–21:00; сб 09:00–15:00
1772,55.715329,37.621735,Салон красоты Вэри Велл,116902249474,"Россия, Москва, Люсиновская улица, 68",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1773,55.707694,37.654053,Медицина для Вас,199280677724,"Россия, Москва, улица Ленинская Слобода, 19с4",fallback services,Медицинские изделия и расходные материалы,medicine,пн-пт 10:30–19:00
1774,55.738645,37.660851,Amande,51757298943,"Россия, Москва, Марксистская улица, 3с1",cafe,Кофейня,cafe,"пн-пт 08:00–22:00; сб,вс 09:00–22:00"
1775,55.741039,37.659146,Фото-копировальный центр Копирка,218640838146,"Россия, Москва, Таганская улица, 5, стр. 1",printing services,Копировальный центр,services,"пн-пт 09:00–21:00; сб,вс 10:00–19:00"
1776,55.693191,37.722136,Нотариус Николаев А. Е.,1017073929,"Россия, Москва, улица Гурьянова, 2, корп. 1",office service,Нотариусы,services,"пн-пт 10:00–18:00, перерыв 13:00–14:00"
1777,55.722979,37.64922,Город красоты,26052935960,"Россия, Москва, Дербеневская улица, 9",spa,Салон красоты,beauty,пн-сб 09:00–21:00; вс 09:00–20:00
1778,55.684843,37.687313,Здоровая нация,1016034483,"Россия, Москва, Судостроительная улица, 41",fitness,Фитнес-клуб,sport,"пн-пт 08:00–23:00; сб,вс 09:00–22:00"
1779,55.738505,37.641243,Basic,147695140358,"Россия, Москва, Садовническая улица, 76/71с1",cafe,Кофейня,cafe,пн-пт 09:00–20:00; сб 11:00–20:00
1780,55.724231,37.652903,Компания Маркетинговые и инвестиционные проекты,1122602188,"Россия, Москва, Дербеневская набережная, 7, стр. 23",office service,Бизнес-консалтинг,business,пн-пт 10:00–19:00
1781,55.704129,37.742789,Салон красоты MonAmi,1831042538,"Россия, Москва, 8-я улица Текстильщиков, 9",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
1782,55.747021,37.659337,Praedium,1074342098,"Россия, Москва, Николоямская улица, 40, стр. 1",office service,Агентство недвижимости,services,пн-пт 09:00–19:00
1783,55.72811,37.559908,FLIP,26803855221,"Россия, Москва, Новодевичий проезд, 2",cafe,Кафе,cafe,"ежедневно, 08:00–23:00"
1784,55.744491,37.600662,Lushas Beauty,83169603188,"Россия, Москва, улица Пречистенка, 4, стр. 2",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1785,55.729962,37.670226,AtmospHair. lab,179039929555,"Россия, Москва, 1-я Дубровская улица, 1, корп. 4",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1786,55.720798,37.646714,Виртус-Полиграф,1088686500,"Россия, Москва, Дербеневская улица, 20, стр. 19",printing services,Полиграфические услуги,services,пн-пт 09:00–18:00
1787,55.757116,37.593641,Aging control,17913405165,"Россия, Москва, Большая Никитская улица, 37, стр. 1",medicine,"Медцентр, клиника",medicine,"ежедневно, 09:00–21:00"
1788,55.748513,37.627229,Владимир Свет,60654628558,"Россия, Москва, Раушская набережная, 4/5",medicine,Нетрадиционная медицина,medicine,пн-пт 10:00–20:00
1789,55.741784,37.596633,Gg beauty,126359342574,"Россия, Москва, Барыковский переулок, 6",malls,Магазин парфюмерии и косметики,beauty,"ежедневно, 10:00–21:00"
1790,55.690918,37.65868,Brera Color Bar,12906240547,"Россия, Москва, Автозаводская улица, 23с931к5",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1791,55.706548,37.65755,Juliya Rose,91394827196,"Россия, Москва, Автозаводская улица, 11",spa,Массажный салон,beauty,"ежедневно, 07:00–22:00"
1792,55.741357,37.65868,Таганский Пассаж,1225387023,"Россия, Москва, Таганская улица, 3",malls,Торговый центр,malls,"ежедневно, 10:00–22:00"
1793,55.75204,37.586158,ДМД Недвижимость,129829490493,"Россия, Москва, улица Новый Арбат, 21",office service,Агентство недвижимости,services,"ежедневно, 10:00–18:00, перерыв 12:00–13:00"
1794,55.739871,37.609437,Турецкая лавка,50128744513,"Россия, Москва, Болотная набережная, 3, стр. 2",cafe,Кафе,cafe,"ежедневно, 11:00–20:00"
1795,55.726877,37.625792,Абракадабра,131687057442,"Россия, Москва, Большая Серпуховская улица, 17, стр. 1",cafe,Кафе,cafe,"ежедневно, 10:00–22:00"
1796,55.707065,37.597199,Headhouse,38732305583,"Россия, Москва, улица Орджоникидзе, 11, стр. 2А",office service,Продажа готового бизнеса и франшиз,business,пн-пт 10:00–19:00
1797,55.681078,37.515023,Деловое Фото,1260877182,"Россия, Москва, проспект Вернадского, 33",fallback services,Фотоуслуги,services,"ежедневно, 10:00–20:00"
1798,55.695356,37.54621,Майями Наил,36199533089,"Россия, Москва, Молодёжная улица, 6",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
1799,55.745336,37.662335,БЦ фабрика Станиславского,85114724926,"Россия, Москва, улица Станиславского, 21, стр. 3",office,Бизнес-центр,business,"ежедневно, 08:00–23:00"
1800,55.750805,37.698851,FORTISEgo,162795599584,"Россия, Москва, проезд Невельского, 3, корп. 1",fitness,Фитнес-клуб,sport,пн-сб 08:00–22:00
1801,55.741208,37.585862,Салон для кудрявых Curly's,182397305546,"Россия, Москва, Смоленский бульвар, 10",spa,Салон красоты,beauty,"пн,вт,ср,чт,пт,вс 10:00–22:00"
1802,55.65899,37.751772,Фото-Багет,1030093495,"Россия, Москва, Мячковский бульвар, 1",fallback services,Фотоуслуги,services,"пн-пт 09:00–19:30; сб,вс 10:00–19:00"
1803,55.706766,37.731748,Москвич,141601148655,"Россия, Москва, Люблинская улица, 15/46с7",swimming pool,Бассейн,sport,"ежедневно, 07:00–22:00, перерыв 12:00–12:45"
1804,55.678848,37.643288,Юридическая фирма ДиСТ,1144167326,"Россия, Москва, Нагатинская улица, 16",office service,Юридические услуги,business,пн-пт 09:30–19:30
1805,55.748356,37.655204,Кутята,176023227764,"Россия, Москва, улица Земляной Вал, 54, стр. 1",cafe,Кофейня,cafe,"пн-пт 07:00–22:00; сб,вс 08:00–22:00"
1806,55.740441,37.619647,Чайна тур энд бизнес трэвэл,1316668077,"Россия, Москва, Большой Толмачёвский переулок, 16",travel agency,Туроператор,business,пн-пт 09:00–19:00
1807,55.747252,37.581537,World Class,1046591590,"Россия, Москва, Смоленская площадь, 3",fitness,Фитнес-клуб,sport,"пн-пт 07:00–00:00; сб,вс 09:00–00:00"
1808,55.709364,37.630255,ArchiveLab,74511897424,"Россия, Москва, Средний Староданиловский переулок, 3, стр. 4",fallback services,Фотоуслуги,services,пн-сб 11:00–20:00
1809,55.678543,37.703671,Sirius,233105298481,"Россия, Москва, Коломенская набережная, 14А",sportcenter,Лазертаг,entertainment,сб 15:00–21:00; вс 09:00–21:00
1810,55.712132,37.614904,Лондон бьюти лофт,77821675798,"Россия, Москва, улица Серпуховский Вал, 14",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1811,55.721665,37.648483,EMS Территория,113381291979,"Россия, Москва, Дербеневская улица, 11",fitness,Фитнес-клуб,sport,пн-пт 10:00–22:00
1812,55.733107,37.62183,Медицинский центр Симметрия,150473964202,"Россия, Москва, 2-й Казачий переулок, 11, стр. 1",medicine,"Медцентр, клиника",medicine,пн-пт 08:00–21:00; сб 08:00–18:00
1813,55.744363,37.679134,Pho City,57941097857,"Россия, Москва, улица Рогожский Вал, 5, стр. 1",fast food,Быстрое питание,cafe,"ежедневно, 09:00–21:00"
1814,55.746378,37.658041,Салон красоты Monica,100914041925,"Россия, Москва, Малый Дровяной переулок, 6",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
1815,55.730064,37.625011,Choo Choo,230764482761,"Россия, Москва, Пятницкая улица, 82/34с1",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
1816,55.692957,37.735889,Саламури,1302560458,"Россия, Москва, Люблинская улица, 51",cafe,Кафе,cafe,"ежедневно, 11:00–23:00"
1817,55.677189,37.618219,Футболика,87723619627,"Россия, Москва, Электролитный проезд, 3, стр. 5",sportcenter,Спортивная школа,sport,пн-пт 09:00–21:00
1818,55.71632,37.608523,I Like Bar,1269477850,"Россия, Москва, улица Шухова, 21",restaurants,Ресторан,cafe,"ежедневно, 12:00–00:00"
1819,55.716833,37.610173,МаксИнвест Недвижимость,166023239458,"Россия, Москва, улица Шухова, 18",office service,Агентство недвижимости,services,"пн-пт 09:00–20:00; сб,вс 10:00–16:00"
1820,55.72007,37.673282,Аксон,1276475847,"Россия, Москва, Шарикоподшипниковская улица, 6/14",fitness,"Спортивный клуб, секция",sport,"ежедневно, 10:00–22:00"
1821,55.67961,37.550333,Ogo,194121778060,"Россия, Москва, улица Архитектора Власова, 6",fitness,Спортивный комплекс,sport,"ежедневно, 10:00–21:00"
1822,55.682817,37.661495,JapCake Японские чизкейки,218222616707,"Россия, Москва, проспект Андропова, 22",confectionary,Кондитерская,cafe,"ежедневно, 10:00–22:00"
1823,55.737182,37.576241,Бассейн Буревестник на Плющихе,78252163025,"Россия, Москва, улица Плющиха, 57",swimming pool,Бассейн,sport,"пн-пт 08:30–22:15, перерыв 14:30–15:30; сб,вс 08:30–21:00, перерыв 14:30–15:30"
1824,55.679308,37.545725,Ликвид,153885915843,"Россия, Москва, улица Вавилова, 81, корп. 1",office service,Агентство недвижимости,services,"ежедневно, 10:00–20:00"
1825,55.750732,37.562272,Нотариус Алексеев С. Д.,1216511701,"Россия, Москва, Кутузовский проспект, 4/2",office service,Нотариусы,services,"пн-пт 10:00–19:00, перерыв 13:00–14:00"
1826,55.720501,37.6365,Major & Thomson,1373221967,"Россия, Москва, Дубнинская улица, 57с1",office service,Продажа готового бизнеса и франшиз,business,"ежедневно, 10:00–19:00"
1827,55.732317,37.626573,Yumbaker Home,143862442062,"Россия, Москва, Пятницкая улица, 66, стр. 1",confectionary,Кондитерская,cafe,"ежедневно, 08:00–20:00"
1828,55.751316,37.582612,LasMed,1259314282,"Россия, Москва, Новинский бульвар, 5, стр. 1",medicine,"Медцентр, клиника",medicine,"пн-пт 09:00–21:00; сб,вс 09:00–18:00"
1829,55.682651,37.661913,ТэйкМайТайм,219771232345,"Россия, Москва, проспект Андропова, 22",office service,Бизнес-консалтинг,business,"пн-пт 09:00–19:00, перерыв 13:00–14:00; сб,вс 10:00–19:00, перерыв 13:00–14:00"
1830,55.711018,37.685048,Moonlight Beauty Studio,101073275144,"Россия, Москва, Угрешская улица, 2с11АБ",spa,Ногтевая студия,beauty,"ежедневно, 10:00–21:00"
1831,55.708417,37.738182,"ГБУ СШОР Москвич Москомспорта, Ледовый дворец",171656278361,"Россия, Москва, Волгоградский проспект, 46/15с10",fitness,Спортивный комплекс,sport,"ежедневно, 06:30–23:30"
1832,55.751155,37.697754,Лавендия,107934512294,"Россия, Центральный федеральный округ, Москва и Московская область, Москва, Невельского проезд, 3 к1",cafe,Кофейня,cafe,"пн-пт 08:00–22:00; сб,вс 09:00–22:00"
1833,55.7422,37.672594,Компьютерные бизнес системы,19227107476,"Россия, Москва, Малая Андроньевская улица, 20/8с1-1А",software,Сетевое оборудование,business,пн-пт 10:00–18:30
1834,55.752641,37.597869,Реглет,77386875262,"Россия, Москва, улица Новый Арбат, 5",printing services,Копировальный центр,services,"ежедневно, круглосуточно"
1835,55.749186,37.752354,Школа Боевых Искусств Витязь/ПЕРОВО,1148966642,"Россия, Москва, Перовская улица, 1, стр. 7",fitness,"Спортивный клуб, секция",sport,"ежедневно, 10:00–22:00"
1836,55.710171,37.688796,Три вилки,69297321118,"Россия, Москва, Угрешская улица, 2с64",cafe,Столовая,cafe,пн-пт 08:30–18:00
1837,55.709133,37.624898,Pipndrop,79031393537,"Россия, Москва, Холодильный переулок, 3, корп. 1, стр. 2",restaurants,Ресторан,cafe,пн-ср 12:00–23:00; чт-сб 12:00–02:00; вс 12:00–23:00
